"draw","variable","value"
2410,"classPI",0.048686677146266
2411,"classPI",-0.0865668556637601
2412,"classPI",-0.0900238877277028
2413,"classPI",0.12628900914033
2414,"classPI",0.314793798837217
2415,"classPI",0.164108831131122
2416,"classPI",-0.20420017714033
2417,"classPI",-0.0930956415384422
2418,"classPI",-0.136487613180138
2419,"classPI",0.284916584118333
2420,"classPI",0.178288483398349
2421,"classPI",-0.159871355086736
2422,"classPI",0.061907236750921
2423,"classPI",-0.234976730172681
2424,"classPI",-0.102436877479551
2425,"classPI",-0.0502234177041288
2426,"classPI",0.321000965279225
2427,"classPI",0.325168728842242
2428,"classPI",0.128802241721358
2429,"classPI",-0.0262903561468624
2430,"classPI",0.0834080006132242
2431,"classPI",0.0595628744892734
2432,"classPI",-0.485326950219759
2433,"classPI",0.127827012310357
2434,"classPI",-0.0547566949766262
2435,"classPI",0.338057366285184
2436,"classPI",-0.395021214776916
2437,"classPI",-0.427631449518081
2438,"classPI",0.207262883220531
2439,"classPI",0.197022811708841
2440,"classPI",-0.0483423635056019
2441,"classPI",0.139156400605466
2442,"classPI",-0.155016456751924
2443,"classPI",0.061603927417102
2444,"classPI",0.291179466210496
2445,"classPI",0.10550567105856
2446,"classPI",0.0329259840998154
2447,"classPI",0.298604119273455
2448,"classPI",0.313752390135631
2449,"classPI",0.220576542479083
2450,"classPI",0.427435695200336
2451,"classPI",0.0171779663412229
2452,"classPI",0.163133260185205
2453,"classPI",0.404614932637258
2454,"classPI",0.436671450024703
2455,"classPI",-0.102264724431281
2456,"classPI",0.524985754092007
2457,"classPI",-0.105744316474765
2458,"classPI",0.175042018947959
2459,"classPI",0.224354708512122
2460,"classPI",0.0980263704571664
2461,"classPI",-0.0469354114512515
2462,"classPI",0.321384758599513
2463,"classPI",-0.127836419008859
2464,"classPI",0.125064209370713
2465,"classPI",0.587478291841359
2466,"classPI",-0.246581120370945
2467,"classPI",0.342707281601138
2468,"classPI",0.194020334252032
2469,"classPI",0.526771145642455
2470,"classPI",-0.02734441850153
2471,"classPI",0.0252506841809192
2472,"classPI",0.0818688181087953
2473,"classPI",0.0125891329224801
2474,"classPI",0.248385112225526
2475,"classPI",-0.0894556303737368
2476,"classPI",-0.0245232482894105
2477,"classPI",0.258279678781545
2478,"classPI",-0.158429666990559
2479,"classPI",0.0161462376330564
2480,"classPI",-0.00362961650141123
2481,"classPI",-0.0283066647778415
2482,"classPI",-0.363147268520211
2483,"classPI",0.038310349872511
2484,"classPI",0.251934727821934
2485,"classPI",0.0531269695068316
2486,"classPI",0.280096851244635
2487,"classPI",0.131013050160792
2488,"classPI",-0.268965604743495
2489,"classPI",0.172196896983649
2490,"classPI",0.255287563074347
2491,"classPI",-0.0712016754584014
2492,"classPI",0.000626803055592914
2493,"classPI",-0.224503206631493
2494,"classPI",0.143704097124769
2495,"classPI",0.00337999560374573
2496,"classPI",-0.241502257052563
2497,"classPI",0.265915542346935
2498,"classPI",0.00294674206476167
2499,"classPI",-0.178269060586145
2500,"classPI",0.215754629711783
2501,"classPI",0.00659511831884119
2502,"classPI",-0.0874683568524628
2503,"classPI",0.115615675599006
2504,"classPI",0.0765348462932033
2505,"classPI",0.130898315036608
2506,"classPI",0.0125139166966961
2507,"classPI",-0.0224680421952946
2508,"classPI",0.00382666187560433
2509,"classPI",0.248549264739086
2510,"classPI",0.200723926013463
2511,"classPI",0.136229128150515
2512,"classPI",-0.098160675279807
2513,"classPI",0.0330048202080826
2514,"classPI",-0.00639309939442054
2515,"classPI",0.173922387830862
2516,"classPI",-0.447841807452817
2517,"classPI",-0.0941718154563202
2518,"classPI",0.169985168471347
2519,"classPI",0.230417219691572
2520,"classPI",-0.202052579627711
2521,"classPI",-0.0893797351264945
2522,"classPI",0.592155644251766
2523,"classPI",0.0553018544350474
2524,"classPI",0.110804642681712
2525,"classPI",0.333306948534618
2526,"classPI",-0.0315745916129907
2527,"classPI",-0.0312463565598883
2528,"classPI",0.0156630118282911
2529,"classPI",-0.290037488141323
2530,"classPI",-0.0645727738874631
2531,"classPI",0.0264589362853299
2532,"classPI",0.116837854777404
2533,"classPI",-0.27387702189526
2534,"classPI",-0.036443378490343
2535,"classPI",0.567397603563485
2536,"classPI",0.046043258223175
2537,"classPI",0.136224769193059
2538,"classPI",0.333099782367571
2539,"classPI",-0.194857258188117
2540,"classPI",0.126882976070405
2541,"classPI",-0.319117972678548
2542,"classPI",0.0537823294008817
2543,"classPI",-0.135039099571811
2544,"classPI",-0.115897118772082
2545,"classPI",-0.201142031344407
2546,"classPI",0.120065667625549
2547,"classPI",-0.435859351703035
2548,"classPI",-0.175833589103108
2549,"classPI",-0.223434724623873
2550,"classPI",0.0199841302703207
2551,"classPI",0.0372104895885388
2552,"classPI",0.189373805425191
2553,"classPI",0.376825225712364
2554,"classPI",0.299732176911622
2555,"classPI",-0.122290052138708
2556,"classPI",0.266407302585452
2557,"classPI",0.190283205076883
2558,"classPI",0.30867188668297
2559,"classPI",0.253724552279984
2560,"classPI",-0.112844603465318
2561,"classPI",0.237818476428195
2562,"classPI",0.470508429865825
2563,"classPI",-0.0352030161238825
2564,"classPI",0.49386098685948
2565,"classPI",-0.104982833941251
2566,"classPI",0.258806226030092
2567,"classPI",0.300421522953983
2568,"classPI",0.0481985006649898
2569,"classPI",0.132833119956601
2570,"classPI",0.105354430660809
2571,"classPI",0.0293812703097344
2572,"classPI",-0.179952843329985
2573,"classPI",0.428125146222167
2574,"classPI",-0.364354532628327
2575,"classPI",-0.0229501961076514
2576,"classPI",0.0935896354449842
2577,"classPI",0.272454354798935
2578,"classPI",0.267080495226844
2579,"classPI",0.553852147858469
2580,"classPI",0.00944611527900391
2581,"classPI",-0.0651538705229774
2582,"classPI",-0.212038742125997
2583,"classPI",0.205880988801388
2584,"classPI",-0.368608305763202
2585,"classPI",0.133470425959192
2586,"classPI",0.0471420231670191
2587,"classPI",-0.0982203471397637
2588,"classPI",0.0146587554003326
2589,"classPI",-0.00326875266278899
2590,"classPI",0.330983532584427
2591,"classPI",0.464434905826306
2592,"classPI",0.130294895402636
2593,"classPI",-0.0264121382420298
2594,"classPI",0.0949983765413834
2595,"classPI",0.661404932334493
2596,"classPI",0.121621329099967
2597,"classPI",0.123693553186397
2598,"classPI",0.380979593736522
2599,"classPI",0.600125016917585
2600,"classPI",0.484249578757083
2601,"classPI",0.130733757593462
2602,"classPI",0.042331375647781
2603,"classPI",0.225063860707066
2604,"classPI",0.421584592945652
2605,"classPI",0.0384643476630714
2606,"classPI",0.0542967144697191
2607,"classPI",-0.324864406902127
2608,"classPI",-0.242455261767788
2609,"classPI",0.293815506435145
2610,"classPI",-0.213024767924267
2611,"classPI",0.227574307969878
2612,"classPI",0.0271415308903061
2613,"classPI",0.289810296941946
2614,"classPI",0.413082039473571
2615,"classPI",-0.161900005708427
2616,"classPI",0.223872140089488
2617,"classPI",0.313905984920867
2618,"classPI",0.427179466005525
2619,"classPI",0.0914409717251546
2620,"classPI",0.0261906885505469
2621,"classPI",0.131557333950817
2622,"classPI",-0.0845088881669042
2623,"classPI",-0.0441847734623013
2624,"classPI",0.117352546548466
2625,"classPI",0.133663533860604
2626,"classPI",0.106777877744673
2627,"classPI",-0.012657185151536
2628,"classPI",-0.342565907118941
2629,"classPI",0.0349537023100787
2630,"classPI",-0.0683394262820326
2631,"classPI",-0.0844896490281279
2632,"classPI",0.236732332855149
2633,"classPI",-0.0258837865270417
2634,"classPI",-0.138343972176374
2635,"classPI",0.360756729869218
2636,"classPI",0.292650224518929
2637,"classPI",0.207805517723115
2638,"classPI",0.213662763912906
2639,"classPI",0.247377730931787
2640,"classPI",0.430199720756522
2641,"classPI",0.0766243467364014
2642,"classPI",0.038480825515364
2643,"classPI",0.0119228317828616
2644,"classPI",0.0661338040246083
2645,"classPI",0.36441411786936
2646,"classPI",0.423872942052448
2647,"classPI",0.0208417356629563
2648,"classPI",0.564276301490102
2649,"classPI",0.0626740468163927
2650,"classPI",-0.142388021575443
2651,"classPI",-0.163433395089656
2652,"classPI",0.140597497595645
2653,"classPI",0.122632781056788
2654,"classPI",0.275983768071758
2655,"classPI",0.0932301934898183
2656,"classPI",0.195875642452681
2657,"classPI",-0.126921464813845
2658,"classPI",0.165644657232372
2659,"classPI",-0.113434307094196
2660,"classPI",-0.00139477659548583
2661,"classPI",-0.00175172923818587
2662,"classPI",0.393308442859133
2663,"classPI",0.584401014366775
2664,"classPI",-0.300773457622087
2665,"classPI",0.291679561334731
2666,"classPI",0.129416199281525
2667,"classPI",0.214455774157947
2668,"classPI",0.0735471672453164
2669,"classPI",0.163773773317766
2670,"classPI",-0.17709682705011
2671,"classPI",0.316552179525293
2672,"classPI",-0.256895435405489
2673,"classPI",0.10333498525039
2674,"classPI",-0.0319322308082214
2675,"classPI",-0.18127746550406
2676,"classPI",0.769374756939922
2677,"classPI",0.204433500995064
2678,"classPI",-0.208199875878651
2679,"classPI",0.128742237628449
2680,"classPI",-0.14682226458427
2681,"classPI",0.186711170950847
2682,"classPI",0.0867280465660675
2683,"classPI",-0.327033365374213
2684,"classPI",0.0298905975556289
2685,"classPI",0.197460742341311
2686,"classPI",-0.0230900771692158
2687,"classPI",0.302305305968766
2688,"classPI",0.0905999545354625
2689,"classPI",0.231958438545118
2690,"classPI",-0.12715210410788
2691,"classPI",0.123698636396075
2692,"classPI",-0.0550702719108913
2693,"classPI",-0.158357183110583
2694,"classPI",0.307938616416394
2695,"classPI",-0.277985007929104
2696,"classPI",0.244136055644817
2697,"classPI",0.0326807253873168
2698,"classPI",-0.0958151808488716
2699,"classPI",-0.226950973578225
2700,"classPI",-0.118114077873653
2701,"classPI",0.0317327160274881
2702,"classPI",0.235063028435044
2703,"classPI",0.173586411675707
2704,"classPI",0.243462016618448
2705,"classPI",0.478573352621802
2706,"classPI",0.228668106541925
2707,"classPI",0.0200229814879072
2708,"classPI",0.042540011512933
2709,"classPI",-0.200872464849099
2710,"classPI",-0.0261802105879296
2711,"classPI",-0.273362734555406
2712,"classPI",0.644393296401894
2713,"classPI",-0.156072863863845
2714,"classPI",-0.278093707725739
2715,"classPI",-0.0361433663816153
2716,"classPI",-0.177290878734178
2717,"classPI",-0.024547607605729
2718,"classPI",0.289514791708837
2719,"classPI",-0.0266169099911696
2720,"classPI",0.0171018712541613
2721,"classPI",0.215946283612786
2722,"classPI",0.0137465517558587
2723,"classPI",0.0809462146543977
2724,"classPI",-0.611817746139089
2725,"classPI",0.164078440513121
2726,"classPI",0.246772901589449
2727,"classPI",0.187705883785044
2728,"classPI",0.29869982210441
2729,"classPI",0.0941785086521953
2730,"classPI",0.0368134159794299
2731,"classPI",0.311918220130705
2732,"classPI",-0.197035980800774
2733,"classPI",-0.240497222120082
2734,"classPI",0.265032683822204
2735,"classPI",0.175080716468538
2736,"classPI",-0.080777367248469
2737,"classPI",0.356783762199112
2738,"classPI",0.159236954914131
2739,"classPI",-0.106081265409695
2740,"classPI",0.0986570386015264
2741,"classPI",0.290519436745594
2742,"classPI",-0.0317068993523409
2743,"classPI",0.0187812593481017
2744,"classPI",-0.118849754185544
2745,"classPI",0.118396744885901
2746,"classPI",-0.2362567975237
2747,"classPI",-0.0862912924552276
2748,"classPI",-0.0487123883281
2749,"classPI",-0.0146141068276671
2750,"classPI",0.120162080238385
2751,"classPI",0.306527398158525
2752,"classPI",0.24299672472969
2753,"classPI",0.548121914918497
2754,"classPI",0.29637124427487
2755,"classPI",0.209440018103567
2756,"classPI",0.314025515189444
2757,"classPI",-0.0362902198896011
2758,"classPI",0.168755738506848
2759,"classPI",0.0151224258971039
2760,"classPI",0.175873174969937
2761,"classPI",0.0667972087027391
2762,"classPI",0.158459377565793
2763,"classPI",0.371431833571387
2764,"classPI",-0.375312345265683
2765,"classPI",0.334742177687168
2766,"classPI",0.0426286674464754
2767,"classPI",-0.147847931266644
2768,"classPI",-0.181060307358309
2769,"classPI",0.0669856004946129
2770,"classPI",0.276465595827665
2771,"classPI",0.570291996535065
2772,"classPI",-0.287048886423811
2773,"classPI",0.376097228523953
2774,"classPI",0.184178317973542
2775,"classPI",0.190746557625789
2776,"classPI",0.202355679242836
2777,"classPI",0.12405576070547
2778,"classPI",-0.36117158765419
2779,"classPI",0.0985826356439077
2780,"classPI",0.263337966956888
2781,"classPI",-0.255578292445355
2782,"classPI",0.518687988397744
2783,"classPI",-0.107304202000025
2784,"classPI",-0.25335002148
2785,"classPI",0.45219247167392
2786,"classPI",-0.228573467264821
2787,"classPI",0.177169937205463
2788,"classPI",0.177479168539098
2789,"classPI",-0.240061399178129
2790,"classPI",0.385284036239723
2791,"classPI",0.155485490870346
2792,"classPI",0.490172124834394
2793,"classPI",0.480613585426947
2794,"classPI",0.382443355092267
2795,"classPI",-0.0112049150908763
2796,"classPI",0.112667603767773
2797,"classPI",-0.178021243303499
2798,"classPI",0.0272682999481695
2799,"classPI",0.0200098072843561
2800,"classPI",0.477451048969777
2801,"classPI",-0.191374578121813
2802,"classPI",-0.28546001496089
2803,"classPI",-0.313852089762693
2804,"classPI",0.0359332167782919
2805,"classPI",0.113358659773039
2806,"classPI",-0.0410026275737941
2807,"classPI",0.745862962856965
2808,"classPI",-0.320989829379683
2809,"classPI",0.451437894560513
2810,"classPI",0.0988124650036829
2811,"classPI",0.0798948806193649
2812,"classPI",0.202863290960955
2813,"classPI",0.326959886880517
2814,"classPI",0.198807435011229
2815,"classPI",-0.0258477351692613
2816,"classPI",-0.25208075181548
2817,"classPI",-0.234321461433219
2818,"classPI",-0.231553191076521
2819,"classPI",0.175779821170456
2820,"classPI",0.283003969331132
2821,"classPI",0.34422264010596
2822,"classPI",-0.0456735090336446
2823,"classPI",-0.0709368288206184
2824,"classPI",-0.13117433748336
2825,"classPI",0.0405157906674267
2826,"classPI",0.130175843023831
2827,"classPI",-0.0104350002000989
2828,"classPI",0.267347152366227
2829,"classPI",-0.364256553078064
2830,"classPI",0.43134639694537
2831,"classPI",0.159406864475402
2832,"classPI",0.206385163212408
2833,"classPI",-0.064495057697392
2834,"classPI",-0.0563948055777727
2835,"classPI",0.0575361979545887
2836,"classPI",0.07529114115312
2837,"classPI",-0.0544694036302299
2838,"classPI",0.0408010012938539
2839,"classPI",0.10610525712938
2840,"classPI",0.385532702222735
2841,"classPI",0.294143722250863
2842,"classPI",0.106966685710912
2843,"classPI",-0.182239671057166
2844,"classPI",-0.0369563926873153
2845,"classPI",-0.350113211703713
2846,"classPI",0.0589831137987478
2847,"classPI",0.204235306451811
2848,"classPI",-0.0818994469128255
2849,"classPI",0.693347892127785
2850,"classPI",-0.0363086079099888
2851,"classPI",-0.0617543653832237
2852,"classPI",0.208112481986396
2853,"classPI",0.304054865854226
2854,"classPI",0.21663484549208
2855,"classPI",-0.0922677239956576
2856,"classPI",-0.235015892445431
2857,"classPI",0.27146449606211
2858,"classPI",0.299951345043372
2859,"classPI",-0.401446067234432
2860,"classPI",-0.275323462802168
2861,"classPI",-0.145847323192701
2862,"classPI",0.38510648502209
2863,"classPI",0.0623609132493666
2864,"classPI",0.0937935029458511
2865,"classPI",-0.267253831018901
2866,"classPI",-0.190281083100491
2867,"classPI",-0.0318322028900518
2868,"classPI",0.102240389680181
2869,"classPI",-0.0469657984793962
2870,"classPI",0.015757439745097
2871,"classPI",0.0470583960807864
2872,"classPI",0.397730990654794
2873,"classPI",0.0656394238819116
2874,"classPI",0.214300116489784
2875,"classPI",-0.304803955336332
2876,"classPI",0.132286752880482
2877,"classPI",-0.201635909030399
2878,"classPI",0.245899579016922
2879,"classPI",0.451023050057475
2880,"classPI",0.116734374121624
2881,"classPI",-0.495916229677127
2882,"classPI",0.21205837503807
2883,"classPI",0.197041878601275
2884,"classPI",-0.0920656013640291
2885,"classPI",0.140150289452041
2886,"classPI",-0.366375192876866
2887,"classPI",-0.403795695272744
2888,"classPI",-0.148220323185847
2889,"classPI",-0.097259625716971
2890,"classPI",0.200151804069963
2891,"classPI",0.384009355767546
2892,"classPI",0.114811898043645
2893,"classPI",-0.192200019602174
2894,"classPI",0.0284229445464163
2895,"classPI",0.366817561444213
2896,"classPI",-0.166641622172704
2897,"classPI",0.285638806571568
2898,"classPI",-0.236815800884261
2899,"classPI",0.275506942517605
2900,"classPI",0.32422707778359
2901,"classPI",0.338028237559255
2902,"classPI",0.439588281417788
2903,"classPI",0.249348227738329
2904,"classPI",-0.0866284262387335
2905,"classPI",0.113183002931819
2906,"classPI",0.0451554834627349
2907,"classPI",0.138145948922442
2908,"classPI",-0.132230763547121
2909,"classPI",-0.150913135765675
2910,"classPI",0.157241158481455
